sls_ord_num,sls_order_dt,sls_prd_id,sls_cust_id,sls_sales,sls_quantity,sls_price
ORD00557,2022-06-26,44,91,122310,3,40770
ORD00558,2023-08-28,6,87,42048,2,21024
ORD00559,2022-05-01,16,40,12496,1,12496
ORD00560,2023-01-18,45,19,129790,5,25958
ORD00561,2023-03-05,39,18,128230,5,25646
ORD00562,2023-03-10,12,63,229720,5,45944
ORD00563,2023-10-23,12,72,65178,2,32589
ORD00564,2022-10-23,9,24,90168,3,30056
ORD00565,2023-09-27,4,111,3384,3,1128
ORD00566,2023-05-12,9,25,149212,4,37303
ORD00567,2023-06-02,42,64,181488,4,45372
ORD00568,2023-05-19,27,91,130108,4,32527
ORD00569,2022-06-21,6,73,14952,1,14952
ORD00570,2022-10-27,3,36,71464,2,35732
ORD00571,2022-10-23,11,100,150280,4,37570
ORD00572,2024-01-31,50,99,146104,4,36526
ORD00573,2023-06-08,8,74,18056,1,18056
ORD00574,2024-03-04,35,106,108069,3,36023
ORD00575,2024-04-22,49,6,145220,4,36305
ORD00576,2022-08-12,28,14,40020,2,20010
ORD00577,2024-06-14,3,58,70032,3,23344
ORD00578,2024-06-01,6,57,16028,1,16028
ORD00579,2022-08-03,48,76,141237,3,47079
ORD00580,2023-09-17,41,55,81760,2,40880
ORD00581,2022-05-23,14,105,8780,2,4390
ORD00582,2023-08-07,23,69,118845,3,39615
ORD00583,2023-07-06,11,42,58383,3,19461
ORD00584,2023-08-10,18,110,225090,5,45018
ORD00585,2024-04-14,7,18,17540,4,4385
ORD00586,2022-10-11,42,17,33724,2,16862
ORD00587,2022-05-30,46,42,89634,2,44817
ORD00588,2023-02-07,32,19,209725,5,41945
ORD00589,2022-10-03,41,54,120484,4,30121
ORD00590,2022-03-19,41,102,26901,1,26901
ORD00591,2023-06-12,48,36,90894,3,30298
ORD00592,2023-05-15,21,75,48519,1,48519
ORD00593,2022-04-06,47,59,13950,3,4650
ORD00594,2024-03-25,35,51,57314,2,28657
ORD00595,2024-04-24,14,64,64977,3,21659
ORD00596,2024-04-28,19,44,191875,5,38375
ORD00597,2022-05-14,37,110,92108,4,23027
ORD00598,2023-11-30,49,7,7025,1,7025
ORD00599,2023-10-04,30,3,10853,1,10853
ORD00600,2023-03-28,30,1,55036,4,13759
ORD00601,2023-12-07,9,113,32754,3,10918
ORD00602,2024-06-14,18,12,50727,3,16909
ORD00603,2022-03-26,24,86,7786,2,3893
ORD00604,2023-02-10,41,40,57260,2,28630
ORD00605,2023-11-03,6,91,571,1,571
ORD00606,2022-08-07,31,10,78814,2,39407
ORD00607,2022-08-20,34,88,4432,4,1108
ORD00608,2022-01-09,45,44,28176,1,28176
ORD00609,2023-12-12,9,62,15504,1,15504
ORD00610,2023-01-28,6,94,7263,1,7263
ORD00611,2022-11-17,24,113,28458,3,9486
ORD00612,2023-01-27,50,105,85092,2,42546
ORD00613,2023-11-25,10,9,187075,5,37415
ORD00614,2022-01-09,40,84,58684,2,29342
ORD00615,2022-12-26,47,28,54962,2,27481
ORD00616,2023-09-23,44,57,12362,2,6181
ORD00617,2022-04-13,9,97,39138,1,39138
ORD00618,2024-01-18,25,45,84444,4,21111
ORD00619,2024-03-21,9,32,128235,3,42745
ORD00620,2022-03-28,16,71,199110,5,39822
ORD00621,2024-01-09,39,37,43649,1,43649
ORD00622,2024-06-15,20,27,201375,5,40275
ORD00623,2023-06-06,13,96,79472,4,19868
ORD00624,2023-10-24,4,101,65864,2,32932
ORD00625,2023-01-31,8,31,169268,4,42317
ORD00626,2023-09-01,5,68,24164,1,24164
ORD00627,2022-11-21,9,50,140405,5,28081
ORD00628,2023-01-10,35,88,62736,2,31368
ORD00629,2024-02-28,5,3,24625,5,4925
ORD00630,2022-01-15,17,28,4462,1,4462
ORD00631,2024-03-19,26,65,125082,3,41694
ORD00632,2023-12-31,33,99,113036,4,28259
ORD00633,2023-12-20,26,11,178675,5,35735
ORD00634,2023-09-23,10,36,20810,1,20810
ORD00635,2022-03-22,33,118,21364,2,10682
ORD00636,2023-07-04,21,51,210345,5,42069
ORD00637,2024-02-21,42,88,20827,1,20827
ORD00638,2023-12-17,28,94,8588,2,4294
ORD00639,2022-09-08,6,119,32404,4,8101
ORD00640,2023-04-10,40,78,20769,1,20769
ORD00641,2023-11-14,48,85,16654,2,8327
ORD00642,2022-01-13,46,18,11236,1,11236
ORD00643,2023-05-24,23,67,238680,5,47736
ORD00644,2022-09-23,11,48,99274,2,49637
ORD00645,2024-03-10,18,94,2423,1,2423
ORD00646,2022-12-10,28,35,23425,5,4685
ORD00647,2022-09-27,46,74,33015,1,33015
ORD00648,2023-04-12,33,47,33242,1,33242
ORD00649,2024-05-29,37,22,32427,3,10809
ORD00650,2022-09-19,50,14,223395,5,44679
ORD00651,2024-01-11,8,30,3340,5,668
ORD00652,2022-02-15,1,32,31417,1,31417
ORD00653,2023-01-08,25,118,24456,2,12228
ORD00654,2024-05-28,3,71,60852,4,15213
ORD00655,2022-11-26,16,54,54831,3,18277
ORD00656,2024-04-25,5,74,24975,3,8325
ORD00657,2023-05-30,44,116,12253,1,12253
ORD00658,2022-08-17,34,6,20068,4,5017
ORD00659,2024-06-17,30,111,62583,3,20861
ORD00660,2022-12-02,6,71,4088,4,1022
ORD00661,2023-01-13,13,38,102085,5,20417
ORD00662,2024-01-28,40,32,98540,4,24635
ORD00663,2023-08-29,32,99,97004,2,48502
ORD00664,2023-07-14,49,102,20734,2,10367
ORD00665,2022-01-07,27,4,71980,2,35990
ORD00666,2022-12-21,41,108,22455,1,22455
ORD00667,2022-01-02,49,85,195480,4,48870
ORD00668,2024-01-15,20,14,70442,2,35221
ORD00669,2022-09-01,27,63,9830,1,9830
ORD00670,2023-12-30,18,12,15669,1,15669
ORD00671,2024-05-15,34,53,91635,3,30545
ORD00672,2024-02-05,6,75,33623,1,33623
ORD00673,2022-05-17,41,105,21616,4,5404
ORD00674,2023-08-30,37,8,175652,4,43913
ORD00675,2022-05-14,16,38,63432,3,21144
ORD00676,2024-03-31,26,90,64032,3,21344
ORD00677,2023-04-09,18,30,13784,1,13784
ORD00678,2022-05-20,50,99,38205,5,7641
ORD00679,2022-06-09,7,22,124172,4,31043
ORD00680,2022-11-18,27,16,119900,5,23980
ORD00681,2024-02-28,14,58,92595,3,30865
ORD00682,2022-09-29,8,12,90922,2,45461
ORD00683,2022-11-08,46,90,15715,5,3143
ORD00684,2022-08-09,21,19,47106,1,47106
ORD00685,2022-09-12,23,51,18540,5,3708
ORD00686,2023-11-25,20,34,5072,2,2536
ORD00687,2023-02-19,29,72,84370,5,16874
ORD00688,2022-04-07,30,14,16918,2,8459
ORD00689,2022-01-13,4,107,18132,2,9066
ORD00690,2022-07-22,26,48,38663,1,38663
ORD00691,2023-08-24,17,118,1928,1,1928
ORD00692,2022-03-08,13,116,35760,4,8940
ORD00693,2022-04-05,22,16,30711,1,30711
ORD00694,2022-02-21,11,119,144435,5,28887
ORD00695,2024-04-21,47,51,9728,4,2432
ORD00696,2023-01-27,44,55,47392,2,23696
ORD00697,2022-08-08,12,36,89187,3,29729
ORD00698,2022-06-02,3,79,204670,5,40934
ORD00699,2022-09-09,42,38,110000,4,27500
ORD00700,2023-07-18,31,8,18835,1,18835
ORD00701,2023-01-28,9,54,85232,2,42616
ORD00702,2024-03-27,34,32,8895,5,1779
ORD00703,2023-01-27,46,46,144740,4,36185
ORD00704,2024-03-11,32,45,167120,5,33424
ORD00705,2022-11-26,25,35,4416,2,2208
ORD00706,2022-11-23,39,29,18911,1,18911
ORD00707,2022-03-01,31,68,116316,3,38772
ORD00708,2022-08-27,11,13,87096,2,43548
ORD00709,2022-09-04,18,69,14879,1,14879
ORD00710,2023-08-13,25,46,24080,2,12040
ORD00711,2022-08-31,38,41,117804,3,39268
ORD00712,2022-01-29,46,90,113103,3,37701
ORD00713,2023-08-01,10,73,65516,2,32758
ORD00714,2023-07-10,20,23,11948,4,2987
ORD00715,2022-04-03,4,30,74195,5,14839
ORD00716,2022-01-21,34,62,22240,1,22240
ORD00717,2023-09-21,13,104,45662,2,22831
ORD00718,2024-01-05,12,118,13209,3,4403
ORD00719,2022-01-23,10,76,15538,2,7769
ORD00720,2024-05-16,34,111,15759,3,5253
ORD00721,2023-01-18,46,85,155620,4,38905
ORD00722,2022-04-14,22,39,28326,3,9442
ORD00723,2022-06-11,47,56,172176,4,43044
ORD00724,2022-11-21,12,91,229765,5,45953
ORD00725,2023-09-21,23,29,59955,5,11991
ORD00726,2023-01-23,20,94,26535,3,8845
ORD00727,2022-07-01,47,1,130815,5,26163
ORD00728,2024-05-21,50,73,12432,1,12432
ORD00729,2023-09-09,21,118,74880,5,14976
ORD00730,2023-10-17,37,14,38868,4,9717
ORD00731,2022-12-06,48,10,46456,2,23228
ORD00732,2022-11-24,11,82,46962,1,46962
ORD00733,2023-11-18,41,94,89310,3,29770
ORD00734,2022-01-12,17,27,91854,2,45927
ORD00735,2022-03-11,23,33,47713,1,47713
ORD00736,2022-01-02,4,50,194040,4,48510
ORD00737,2023-03-06,11,114,131256,4,32814
ORD00738,2023-01-23,23,70,28588,4,7147
ORD00739,2024-04-28,31,101,215805,5,43161
ORD00740,2024-02-16,44,29,60150,2,30075
ORD00741,2022-03-17,3,38,21387,1,21387
ORD00742,2022-09-25,7,10,34944,3,11648
ORD00743,2023-01-20,11,94,36351,1,36351
ORD00744,2022-04-06,22,77,160680,5,32136
ORD00745,2023-12-23,2,56,80602,2,40301
ORD00746,2023-03-21,11,7,22198,1,22198
ORD00747,2022-07-30,13,53,239095,5,47819
ORD00748,2024-01-18,35,34,59970,3,19990
ORD00749,2022-09-01,7,7,151884,4,37971
ORD00750,2023-07-17,32,20,24147,1,24147
ORD00751,2022-01-04,28,12,131658,3,43886
ORD00752,2023-10-03,39,62,13712,2,6856
ORD00753,2022-01-27,14,22,17607,3,5869
ORD00754,2023-04-30,8,40,125452,4,31363
ORD00755,2023-05-16,43,34,42565,1,42565
ORD00756,2023-07-12,25,24,76494,3,25498
ORD00757,2023-01-14,12,58,17755,1,17755
ORD00758,2023-03-27,30,34,36200,2,18100
ORD00759,2023-08-01,4,20,6116,1,6116
ORD00760,2023-11-16,23,104,138155,5,27631
ORD00761,2024-02-14,38,30,22480,5,4496
ORD00762,2024-05-10,25,105,139675,5,27935
ORD00763,2023-07-03,44,111,152132,4,38033
ORD00764,2022-08-30,31,39,26373,1,26373
ORD00765,2024-05-24,46,5,189675,5,37935
ORD00766,2023-06-14,37,87,50815,5,10163
ORD00767,2022-05-04,49,58,22910,2,11455
ORD00768,2022-08-05,13,17,28246,1,28246
ORD00769,2022-03-22,44,56,83210,2,41605
ORD00770,2022-06-01,39,34,144453,3,48151
ORD00771,2024-04-06,5,12,147844,4,36961
ORD00772,2023-02-11,36,42,103674,3,34558
ORD00773,2023-04-15,1,101,195035,5,39007
ORD00774,2023-06-20,27,15,41224,4,10306
ORD00775,2022-06-01,37,76,35330,5,7066
ORD00776,2022-04-19,37,100,19249,1,19249
ORD00777,2024-06-07,35,113,82284,3,27428
ORD00778,2022-09-28,25,84,151952,4,37988
ORD00779,2023-09-16,31,5,37098,2,18549
ORD00780,2023-02-17,10,80,225585,5,45117
ORD00781,2023-12-12,26,5,88896,4,22224
ORD00782,2023-12-09,16,7,72404,4,18101
ORD00783,2023-01-17,2,44,62634,3,20878
ORD00784,2022-10-15,32,110,15439,1,15439
ORD00785,2022-05-18,20,96,86112,4,21528
ORD00786,2022-10-03,47,54,214035,5,42807
ORD00787,2022-04-02,13,57,54368,2,27184
ORD00788,2024-01-29,32,98,125020,5,25004
ORD00789,2024-04-20,4,66,9600,2,4800
ORD00790,2022-11-15,46,65,37556,4,9389
ORD00791,2024-03-10,34,113,11985,5,2397
ORD00792,2022-06-27,13,113,8552,2,4276
ORD00793,2022-09-13,3,59,24117,1,24117
ORD00794,2023-12-23,13,36,92769,3,30923
ORD00795,2023-06-02,26,82,45141,1,45141
ORD00796,2022-02-01,16,48,157724,4,39431
ORD00797,2023-04-02,12,112,155844,4,38961
ORD00798,2023-07-19,23,45,34902,2,17451
ORD00799,2024-02-06,45,12,6894,3,2298
ORD00800,2023-01-31,4,21,72725,5,14545
ORD00801,2024-05-27,15,83,89826,2,44913
ORD00802,2022-07-31,18,84,136552,4,34138
ORD00803,2022-01-21,50,99,31570,1,31570
ORD00804,2022-05-16,42,23,5270,5,1054
ORD00805,2022-08-18,17,78,141630,3,47210
ORD00806,2023-12-28,42,36,100688,4,25172
ORD00807,2024-05-22,23,59,44400,3,14800
ORD00808,2023-04-23,20,87,206840,5,41368
ORD00809,2023-02-11,38,14,34022,1,34022
ORD00810,2023-11-10,24,72,202070,5,40414
ORD00811,2022-10-17,20,88,32071,1,32071
ORD00812,2022-03-07,22,36,55935,3,18645
ORD00813,2022-09-25,42,92,38532,3,12844
ORD00814,2022-06-03,34,98,8440,2,4220
ORD00815,2024-04-04,39,52,135342,3,45114
ORD00816,2022-05-24,47,4,79488,4,19872
ORD00817,2022-09-23,27,52,195128,4,48782
ORD00818,2022-02-06,38,91,64730,5,12946
ORD00819,2022-12-18,47,92,90956,2,45478
ORD00820,2023-07-02,41,101,178124,4,44531
ORD00821,2023-01-03,33,39,87194,2,43597
ORD00822,2024-06-16,36,24,20688,3,6896
ORD00823,2023-04-28,9,95,144075,3,48025
ORD00824,2024-04-07,36,98,90090,2,45045
ORD00825,2022-12-10,42,12,47566,2,23783
ORD00826,2022-08-17,48,112,84168,3,28056
ORD00827,2024-03-18,22,48,116625,3,38875
ORD00828,2022-10-29,30,109,31337,1,31337
ORD00829,2022-02-24,41,75,205875,5,41175
ORD00830,2022-03-14,31,114,66598,2,33299
ORD00831,2022-05-03,44,49,100265,5,20053
ORD00832,2023-02-28,4,112,19004,2,9502
ORD00833,2022-07-25,22,53,152435,5,30487
ORD00834,2022-05-27,21,111,11592,2,5796
ORD00835,2023-05-15,22,81,42078,2,21039
ORD00836,2023-10-12,4,1,73700,4,18425
ORD00837,2022-08-03,49,100,76534,2,38267
ORD00838,2024-02-22,11,63,8980,1,8980
ORD00839,2023-09-22,28,82,107744,4,26936
ORD00840,2023-03-16,31,50,2972,1,2972
ORD00841,2023-07-01,13,94,4266,3,1422
ORD00842,2022-11-26,49,107,64945,5,12989
ORD00843,2022-01-19,44,1,30656,2,15328
ORD00844,2023-12-12,23,40,14462,2,7231
ORD00845,2023-01-28,33,76,34335,3,11445
ORD00846,2022-03-08,3,39,91137,3,30379
ORD00847,2024-01-16,34,77,113200,5,22640
ORD00848,2023-03-21,44,18,97872,3,32624
ORD00849,2023-01-03,49,25,53872,2,26936
ORD00850,2022-01-20,15,29,28680,2,14340
ORD00851,2024-01-22,2,76,57870,5,11574
ORD00852,2022-05-07,24,92,25088,1,25088
ORD00853,2024-06-16,41,33,206685,5,41337
ORD00854,2022-02-19,39,7,43332,1,43332
ORD00855,2024-05-06,2,7,27813,1,27813
ORD00856,2023-03-31,25,16,85315,5,17063
ORD00857,2023-05-01,45,20,92120,2,46060
ORD00858,2023-12-04,41,2,84246,3,28082
ORD00859,2023-11-09,7,85,90965,5,18193
ORD00860,2023-09-30,39,90,55896,2,27948
ORD00861,2024-04-30,7,66,41075,5,8215
ORD00862,2022-10-17,8,101,33119,1,33119
ORD00863,2022-07-23,39,26,104352,3,34784
ORD00864,2022-07-26,23,91,79424,4,19856
ORD00865,2022-06-14,3,71,56444,4,14111
ORD00866,2023-12-06,31,43,1358,2,679
ORD00867,2022-01-14,43,12,38127,1,38127
ORD00868,2023-11-17,32,20,34035,1,34035
ORD00869,2022-03-18,47,93,17270,1,17270
ORD00870,2023-10-22,15,59,53427,3,17809
ORD00871,2023-04-21,4,13,6170,2,3085
ORD00872,2024-05-22,19,47,85254,3,28418
ORD00873,2024-01-27,8,13,1133,1,1133
ORD00874,2024-05-22,9,85,44078,2,22039
ORD00875,2023-01-02,29,80,145626,3,48542
ORD00876,2022-04-06,24,105,37452,3,12484
ORD00877,2022-04-27,26,52,73256,4,18314
ORD00878,2024-05-05,25,89,112556,4,28139
ORD00879,2023-10-27,11,15,92248,2,46124
ORD00880,2024-01-14,4,109,14592,2,7296
ORD00881,2023-03-03,38,62,224795,5,44959
ORD00882,2023-03-25,12,79,96004,4,24001
ORD00883,2023-09-19,2,111,64318,2,32159
ORD00884,2023-05-15,8,114,117520,4,29380
ORD00885,2022-02-17,5,34,3930,3,1310
ORD00886,2023-12-23,44,68,239665,5,47933
ORD00887,2023-08-02,15,86,103557,3,34519
ORD00888,2023-06-20,45,90,33705,5,6741
ORD00889,2023-03-20,43,94,64166,2,32083
ORD00890,2022-12-21,43,87,40968,4,10242
ORD00891,2024-05-09,36,115,20380,5,4076
ORD00892,2022-01-12,42,120,67264,2,33632
ORD00893,2024-05-19,31,110,45356,4,11339
ORD00894,2022-03-18,49,63,48861,3,16287
ORD00895,2022-12-05,18,7,75475,5,15095
ORD00896,2023-07-18,42,49,63600,4,15900
ORD00897,2022-03-22,30,57,149330,5,29866
ORD00898,2022-04-01,32,58,24837,3,8279
ORD00899,2023-05-25,48,84,7226,1,7226
ORD00900,2023-02-18,27,5,182425,5,36485
ORD00901,2022-01-01,6,102,205355,5,41071
ORD00902,2023-10-15,20,114,186765,5,37353
ORD00903,2022-07-31,42,86,91352,4,22838
ORD00904,2023-01-08,4,105,60566,2,30283
ORD00905,2022-12-06,36,99,199090,5,39818
ORD00906,2023-04-30,46,85,142254,3,47418
ORD00907,2023-04-09,8,13,1286,2,643
ORD00908,2022-12-16,23,107,109179,3,36393
ORD00909,2023-06-19,24,90,3500,1,3500
ORD00910,2022-06-18,32,18,30036,4,7509
ORD00911,2022-09-18,40,26,16826,2,8413
ORD00912,2024-05-22,26,28,51956,4,12989
ORD00913,2024-01-04,22,14,14188,4,3547
ORD00914,2023-10-11,44,76,30024,1,30024
ORD00915,2023-04-14,43,76,46615,5,9323
ORD00916,2023-05-26,1,68,36756,1,36756
ORD00917,2023-03-20,38,62,60565,5,12113
ORD00918,2023-12-10,38,23,14572,2,7286
ORD00919,2023-02-01,43,77,107960,5,21592
ORD00920,2023-06-01,25,54,229420,5,45884
ORD00921,2024-02-20,16,36,91876,4,22969
ORD00922,2022-10-29,29,104,19110,2,9555
ORD00923,2023-02-27,39,90,100445,5,20089
ORD00924,2024-05-13,45,71,141459,3,47153
ORD00925,2024-01-25,36,81,27330,2,13665
ORD00926,2022-08-03,40,92,136491,3,45497
ORD00927,2022-12-20,44,17,67046,2,33523
ORD00928,2023-07-10,45,82,141159,3,47053
ORD00929,2022-04-29,49,46,159905,5,31981
ORD00930,2023-08-20,37,86,178748,4,44687
ORD00931,2024-02-05,35,37,5344,4,1336
ORD00932,2023-06-20,7,4,40096,4,10024
ORD00933,2022-02-24,43,8,35992,2,17996
ORD00934,2024-02-08,11,37,30288,3,10096
ORD00935,2024-05-09,4,89,41607,3,13869
ORD00936,2024-02-11,35,5,90483,3,30161
ORD00937,2022-04-15,40,112,76000,5,15200
ORD00938,2024-01-31,42,72,64284,4,16071
ORD00939,2023-06-08,45,37,25507,1,25507
ORD00940,2023-02-01,27,101,110052,3,36684
ORD00941,2022-02-25,1,96,41427,3,13809
ORD00942,2023-09-28,50,111,61124,4,15281
ORD00943,2023-10-11,46,91,149958,3,49986
ORD00944,2023-08-26,35,95,66875,5,13375
ORD00945,2024-03-05,47,25,89739,3,29913
ORD00946,2022-07-01,44,10,23778,2,11889
ORD00947,2024-01-23,33,16,12652,4,3163
ORD00948,2023-03-15,18,72,27072,3,9024
ORD00949,2022-06-14,38,109,2607,3,869
ORD00950,2022-12-05,30,91,6234,2,3117
ORD00951,2022-06-07,21,77,41484,1,41484
ORD00952,2023-09-23,43,39,152120,4,38030
ORD00953,2023-07-18,23,10,104796,3,34932
ORD00954,2022-08-14,12,67,33604,1,33604
ORD00955,2022-06-13,27,70,134690,5,26938
ORD00956,2022-04-05,23,29,87944,2,43972
ORD00957,2022-12-06,22,47,44448,3,14816
ORD00958,2024-02-10,40,68,149148,4,37287
ORD00959,2024-04-23,49,84,8018,1,8018
ORD00960,2023-11-16,23,58,85182,2,42591
ORD00961,2023-09-21,40,32,45231,1,45231
ORD00962,2022-11-25,25,118,25788,1,25788
ORD00963,2022-09-20,35,93,6357,3,2119
ORD00964,2023-06-14,50,48,169200,5,33840
ORD00965,2023-04-02,32,6,129594,3,43198
ORD00966,2022-07-17,21,66,6788,1,6788
ORD00967,2022-06-21,50,69,4900,5,980
ORD00968,2023-10-04,5,27,90836,2,45418
ORD00969,2023-03-11,7,27,232770,5,46554
ORD00970,2024-06-18,48,100,171492,4,42873
ORD00971,2024-04-16,5,96,4112,2,2056
ORD00972,2023-04-16,46,43,6235,1,6235
ORD00973,2022-03-17,4,23,111222,3,37074
ORD00974,2022-03-14,37,106,34900,2,17450
ORD00975,2023-02-22,25,58,115512,4,28878
ORD00976,2022-11-20,2,50,35550,1,35550
ORD00977,2022-01-07,42,93,23220,5,4644
ORD00978,2024-02-14,48,75,46433,1,46433
ORD00979,2024-05-18,5,46,37275,5,7455
ORD00980,2022-10-24,44,39,30845,5,6169
ORD00981,2022-10-16,49,119,101984,4,25496
ORD00982,2023-02-09,43,4,42976,4,10744
ORD00983,2023-07-01,15,18,145056,4,36264
ORD00984,2022-10-30,41,19,134658,3,44886
ORD00985,2024-03-25,47,83,3690,3,1230
ORD00986,2023-07-21,36,19,3237,1,3237
ORD00987,2022-01-06,37,77,142808,4,35702
ORD00988,2023-07-15,6,40,99080,2,49540
ORD00989,2024-01-30,47,45,55086,2,27543
ORD00990,2023-10-24,33,19,25116,2,12558
ORD00991,2022-08-15,40,107,39705,3,13235
ORD00992,2022-04-28,12,86,20320,5,4064
ORD00993,2024-05-21,49,120,153645,5,30729
ORD00994,2023-10-23,36,10,133557,3,44519
ORD00995,2022-03-10,17,13,96104,2,48052
ORD00996,2023-08-18,32,43,26706,3,8902
ORD00997,2023-11-19,42,31,19186,1,19186
ORD00998,2023-09-27,5,116,42652,2,21326
ORD00999,2023-05-13,29,43,218575,5,43715
ORD01000,2022-11-10,45,75,75128,2,37564
